250	0
252	0
254	0
256	0
258	0
260	0
262	0
264	0
266	0
268	0
270	0
272	0
274	0
276	0
278	0
280	0
282	0
284	0
286	0
288	0
290	0
292	0
294	0
296	0
298	0
300	0
302	0
304	0
306	0
308	0
310	0
312	0
314	0
316	0
318	0
320	0
322	0
324	0
326	0
328	0
330	0
332	0
334	0
336	0
338	0
340	0
342	0
344	0
346	0
348	0
350	0
352	0
354	0
356	0
358	0
360	0
362	0
364	0
366	0
368	0
370	0
372	0
374	0
376	0
378	0
380	0
382	0
384	0
386	0
388	0
390	0
392	0
394	0
396	0
398	0
400	2.549427851
402	2.492880462
404	2.437600975
406	2.383570284
408	2.330769426
410	2.279179575
412	2.22878205
414	2.179558306
416	2.131489942
418	2.084558696
420	2.038746447
422	1.994035213
424	1.950407155
426	1.907844573
428	1.866329908
430	1.825845742
432	1.786374796
434	1.747899934
436	1.710404158
438	1.673870611
440	1.63828258
442	1.603623487
444	1.569876898
446	1.53702652
448     1.505056198
450	1.468926278
452	1.438798578
454	1.409288798
456	1.380384265
458	1.352072563
460	1.324341535
462	1.300169578
464	1.276438809
466	1.253141175
468	1.230268771
470	1.207813835
472	1.186861385
474	1.166272405
476	1.146040591
478	1.126159747
480	1.106623784
482	1.089933497
484	1.073494936
486	1.057304304
488	1.041357862
490	1.025651926
492	1.010648184
494	0.995863924
496	0.981295935
498	0.966941055
500	0.952796164
502	0.935405674
504	0.918332596
506	0.901571138
508	0.88511561
510	0.868960429
512	0.853493072
514	0.83830103
516	0.823379405
518	0.808723383
520	0.794328235
522	0.78704579
524	0.779830111
526	0.772680585
528	0.765596607
530	0.758577575
532	0.754049749
534	0.74954895
536	0.745075015
538	0.740627784
540	0.736207097
542	0.733162089
544	0.730129675
546	0.727109803
548	0.724102422
550	0.721107479
552	0.71285303
554	0.704693069
556	0.696626514
558	0.688652296
560	0.680769359
562	0.67390705
564	0.667113916
566	0.660389257
568	0.653732385
570	0.647142616
572	0.647142616
574	0.647142616
576	0.647142616
578	0.647142616
580	0.647142616
582	0.649830363
584	0.652529274
586	0.655239394
588	0.65796077
590	0.660693448
592	0.666806769
594	0.672976656
596	0.653130553
598	0.633869711
600	0.615176873
602	0.599791076
604	0.607435263
606	0.615176873
608	0.623017147
610	0.630957344
612	0.630957344
614	0.630957344
616	0.630957344
618	0.630957344
620	0.630957344
622	0.631538745
624	0.632120682
626	0.632703155
628	0.633286164
630	0.633869711
632	0.633869711
634	0.633869711
636	0.633869711
638	0.633869711
640	0.633869711
642	0.626325365
644	0.618870811
646	0.611504983
648	0.604226822
650	0.597035287
652	0.595936519
654	0.594839774
656	0.593745047
658	0.592652335
660	0.591561634
662	0.588572545
664	0.58559856
666	0.582639602
668	0.579695595
670	0.576766463
672	0.573059874
674	0.569377105
676	0.565718003
678	0.562082417
680	0.558470195
682	0.558470195
684	0.558470195
686	0.558470195
688	0.558470195
690	0.558470195
692	0.5564165
694	0.554370357
696	0.552331739
698	0.550300617
700	0.548276965
702	0.547520015
704	0.546764111
706	0.54600925
708	0.545255431
710	0.544502653
712	0.541003407
714	0.537526649
716	0.534072234
718	0.530640019
720	0.527229861
722	0.524082913
724	0.520954747
726	0.517845254
728	0.51475432
730	0.511681836
732	0.509800198
734	0.50792548
736	0.506057657
738	0.504196701
740	0.50234259
742	0.500725836
744	0.499114285
746	0.497507921
748	0.495906728
750	0.494310687
752	0.492039536
754	0.489778819
756	0.48752849
758	0.4852885
760	0.483058802
762	0.483058802
764	0.483058802
766	0.483058802
768	0.483058802
770	0.483058802
772	0.484172368
774	0.4852885
776	0.486407206
778	0.48752849
780	0.488652359
782	0.484172368
784	0.479733449
786	0.475335226
788	0.470977326
790	0.46665938
792	0.463233544
794	0.459832857
796	0.456457135
798	0.453106195
800	0.449779855
802	0
804	0
806	0.451699372
808	0
810	0
812	0
814	0
816	0
818	0
820	0
822	0
824	0
826	0
828	0
830	0
832	0
834	0
836	0
838	0
840	0
842	0
844	0
846	0
848	0
850	0
852	0
854	0
856	0
858	0
860	0.472017873
862	0
864	0
866	0
868	0
870	0
872	0
874	0
876	0
878	0
880	0
882	0
884	0
886	0
888	0
890	0
892	0
894	0
896	0
898	0
900	0
902	0
904	0
906	0.509799164
908	0
910	0
912	0
914	0
916	0
918	0
920	0
922	0
924	0
926	0
928	0
930	0
932	0
934	0
936	0
938	0
940	0
942	0
944	0
946	0
948	0
950	0
952	0
954	0
956	0
958	0
960	0
962	0
964	0
966	0
968	0
970	0
972	0
974	0
976	0
978	0
980	0
982	0
984	0
986	0
988	0
990	0
992	0
994	0
996	0
998	0
1000	0
